Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe/
start = 477
end = 522
top = -1
format = console

This rating is based on Codeforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 902

rank    id                      rating    max rating
893     J. A. Corbal            1178      1448      
894     smikulsk                1170      1536      
895     YiCyunSaBi              1153      1446      
896     haruya                  1148      1439      
897     candells                1105      1403      
898     kusai.jiido             1085      1451      
899     WhatsUp                 1081      1427      
900     Marcus Stuhr            815       1411      
901     hk                      789       1404      
902     mpiotte                 748       1401      
